en	is
centipede	hundraðfætlunnar
centipede	hundraðfætlunum
centipede	hundraðfætluna
centipede	hundraðfætlunni
centipede	hundraðfætlur
centipede	hundraðfætlurnar
rascal	hundspott
rascal	hundspottsins
rascal	hundspottunum
rascal	hundspotts
rascal	hundspottin
rascal	hundspotti
rascal	hundspottum
rascal	hundspottið
rascal	hundspotta
rascal	hundspottinu
rascal	hundspottanna
dog	hundur
dog	hundar
dog	hundunum
dog	hundurinn
dog	hundana
dog	hundinum
dog	hunds
dog	hundarnir
dog	hundsins
dog	hundi
dog	hundum
dog	hundanna
dog	hunda
dog	hund
dog	hundinn
hunger	hungur
hunger	hungrinu
hunger	hungursins
hunger	hungri
hunger	hungrið
hunger	hungurs
death by starvation	hungurdauði
death by starvation	hungurdauðinn
death by starvation	hungurdauða
death by starvation	hungurdauðans
death by starvation	hungurdauðanum
death by starvation	hungurdauðann
famine	hungursneyð
famine	hungursneyðin
famine	hungursneyðarinnar
famine	hungursneyðanna
famine	hungursneyða
famine	hungursneyðunum
famine	hungursneyðar
famine	hungursneyðum
famine	hungursneyðirnar
famine	hungursneyðinni
famine	hungursneyðir
famine	hungursneyðina
hunger strike	hungurverkfall
door	hurð
door	hurðina
door	hurðar
door	hurðum
door	hurðin
door	hurðarinnar
door	hurða
door	hurðirnar
door	hurðunum
door	hurðanna
door	hurðir
door	hurðinni
doorknob	hurðarhúnn
whale	hval
whale watching	hvalaskoðun
whale song	hvalasöngur
whale song	hvalasöngvum
whale song	hvalasöngvar
whale song	hvalasöngs
whale song	hvalasöngnum
whale song	hvalasöngurinn
whale song	hvalasöngvanna
whale song	hvalasöngvunum
whale song	hvalasöng
whale song	hvalasönginn
whale song	hvalasöngva
whale song	hvalasöngvana
whale song	hvalasöngsins
whale song	hvalasöngvarnir
whalesong	hvalasöngur
whalesong	hvalasöngvum
whalesong	hvalasöngvar
whalesong	hvalasöngs
whalesong	hvalasöngnum
whalesong	hvalasöngurinn
whalesong	hvalasöngvanna
whalesong	hvalasöngvunum
whalesong	hvalasöng
whalesong	hvalasönginn
whalesong	hvalasöngva
whalesong	hvalasöngvana
whalesong	hvalasöngsins
whalesong	hvalasöngvarnir
whale shark	hvalháfur
whale shark	hvalháfurinn
whale shark	hvalháfnum
whale shark	hvalháf
whale shark	hvalháfinn
whale shark	hvalháfar
whale shark	hvalháfa
whale shark	hvalháfunum
whale shark	hvalháfs
whale shark	hvalháfarnir
whale shark	hvalháfanna
whale shark	hvalháfana
whale shark	hvalháfsins
whale shark	hvalháfum
whale	hvalur
whale	hvalnum
whale	hvala
whale	hvalurinn
whale	hvalinn
whale	hvalanna
whale	hvalsins
whale	hvalirnir
whale	hvali
whale	hvals
whale	hvölum
whale	hvalina
whale	hvalir
whale	hvölunum
whaler	hvalveiðiskip
hollow	hvammur
tropic	hvarfbaugur
eyelid	hvarmur
eyelid	hvörmunum
eyelid	hvarmar
eyelid	hvarmarnir
eyelid	hvarmanna
eyelid	hvarms
eyelid	hvarmurinn
eyelid	hvarmana
eyelid	hvarm
eyelid	hvörmum
eyelid	hvarmi
eyelid	hvarminn
eyelid	hvarminum
eyelid	hvarma
eyelid	hvarmsins
storm wind	hvassviðri
storm wind	hvassviðrunum
storm wind	hvassviðranna
storm wind	hvassviðrum
storm wind	hvassviðrin
storm wind	hvassviðrið
storm wind	hvassviðris
storm wind	hvassviðrinu
storm wind	hvassviðrisins
storm wind	hvassviðra
gale	hvassviðri
gale	hvassviðrunum
gale	hvassviðranna
gale	hvassviðrum
gale	hvassviðrin
gale	hvassviðrið
gale	hvassviðris
gale	hvassviðrinu
gale	hvassviðrisins
gale	hvassviðra
stimulus	hvati
enzyme	hvati
incentive	hvatning
incentive	hvatninguna
incentive	hvatningar
incentive	hvatninganna
incentive	hvatningum
incentive	hvatningunni
incentive	hvatningarinnar
incentive	hvatningin
incentive	hvatningu
incentive	hvatningarnar
incentive	hvatningunum
incentive	hvatninga
encouragement	hvatning
encouragement	hvatninguna
encouragement	hvatningar
encouragement	hvatninganna
encouragement	hvatningum
encouragement	hvatningunni
encouragement	hvatningarinnar
encouragement	hvatningin
encouragement	hvatningu
encouragement	hvatningarnar
encouragement	hvatningunum
encouragement	hvatninga
motivation	hvatning
motivation	hvatninguna
motivation	hvatningar
motivation	hvatninganna
motivation	hvatningum
motivation	hvatningunni
motivation	hvatningarinnar
motivation	hvatningin
motivation	hvatningu
motivation	hvatningarnar
motivation	hvatningunum
motivation	hvatninga
wheat	hveiti
wheat	hveitinu
wheat	hveitið
wheat	hveitisins
wheat	hveitis
white bread	hveitibrauð
wheat	hveitiklíð
wheat	hveitiklíðs
wheat	hveitiklíðinu
wheat	hveitiklíði
wheat	hveitiklíðið
wheat	hveitiklíðsins
bran	hveitiklíð
bran	hveitiklíðs
bran	hveitiklíðinu
bran	hveitiklíði
bran	hveitiklíðið
bran	hveitiklíðsins
wheat germ	hveitikím
white flour	hveitimjöl
corpus callosum	hvelatengsl
corpus callosum	hvelatengsla
corpus callosum	hvelatengslanna
corpus callosum	hvelatengslin
corpus callosum	hvelatengslum
corpus callosum	hvelatengslunum
vault	hvelfing
vaulted ceiling	hvelfing
geyser	hver
geyser	hverunum
geyser	hverir
geyser	hveranna
geyser	hvernum
geyser	hverina
geyser	hveri
geyser	hverum
geyser	hverirnir
geyser	hversins
geyser	hvera
geyser	hverinn
who	hver
geothermal area	hverasvæði
turbine	hverfill
turbine	hverflarnir
turbine	hverflunum
turbine	hverfil
turbine	hverfilinn
turbine	hverflana
turbine	hverfilsins
turbine	hverfla
turbine	hverflum
turbine	hverflanna
turbine	hverfils
turbine	hverflar
turbine	hverfli
turbine	hverfillinn
turbine	hverflinum
grindstone	hverfisteinn
grindstone	hverfistein
grindstone	hverfisteinarnir
grindstone	hverfisteininn
grindstone	hverfisteinunum
grindstone	hverfisteini
grindstone	hverfisteinana
grindstone	hverfisteinninn
grindstone	hverfisteininum
grindstone	hverfisteina
grindstone	hverfisteinanna
grindstone	hverfisteinsins
grindstone	hverfisteinum
grindstone	hverfisteins
grindstone	hverfisteinar
corrie	hvilft
cirque	hvilft
whistling	hvinur
common goldeneye	hvinönd
crown of the head	hvirfill
crown of the head	hvirflanna
crown of the head	hvirfils
crown of the head	hvirflana
crown of the head	hvirflunum
crown of the head	hvirflarnir
crown of the head	hvirfil
crown of the head	hvirflinum
crown of the head	hvirfilinn
crown of the head	hvirflar
crown of the head	hvirfli
crown of the head	hvirfillinn
crown of the head	hvirfilsins
crown of the head	hvirflum
crown of the head	hvirfla
zenit	hvirfilpunktur
zenit	hvirfilpunkta
zenit	hvirfilpunktinn
zenit	hvirfilpunktsins
zenit	hvirfilpunkturinn
zenit	hvirfilpunkt
zenit	hvirfilpunktarnir
zenit	hvirfilpunktum
zenit	hvirfilpunkti
zenit	hvirfilpunkts
zenit	hvirfilpunktunum
zenit	hvirfilpunktana
zenit	hvirfilpunktanna
zenit	hvirfilpunktar
zenit	hvirfilpunktinum
whirlwind	hvirfilvindur
whirlwind	hvirfilvindinn
whirlwind	hvirfilvindurinn
whirlwind	hvirfilvindsins
whirlwind	hvirfilvindana
whirlwind	hvirfilvindar
whirlwind	hvirfilvinds
whirlwind	hvirfilvindarnir
whirlwind	hvirfilvindum
whirlwind	hvirfilvindi
whirlwind	hvirfilvindunum
whirlwind	hvirfilvind
whirlwind	hvirfilvindanna
whirlwind	hvirfilvindinum
whirlwind	hvirfilvinda
tornado	hvirfilvindur
tornado	hvirfilvindinn
tornado	hvirfilvindurinn
tornado	hvirfilvindsins
tornado	hvirfilvindana
tornado	hvirfilvindar
tornado	hvirfilvinds
tornado	hvirfilvindarnir
tornado	hvirfilvindum
tornado	hvirfilvindi
tornado	hvirfilvindunum
tornado	hvirfilvind
tornado	hvirfilvindanna
tornado	hvirfilvindinum
tornado	hvirfilvinda
circle	hvirfing
cluster	hvirfing
group	hvirfing
fit	hviða
attack	hviða
gust	hviða
vault	hvolf
vault	hvolfum
vault	hvolfinu
vault	hvolfanna
vault	hvolfin
vault	hvolfa
vault	hvolfi
vault	hvolfunum
vault	hvolfs
vault	hvolfið
vault	hvolfsins
dome	hvolf
dome	hvolfum
dome	hvolfinu
dome	hvolfanna
dome	hvolfin
dome	hvolfa
dome	hvolfi
dome	hvolfunum
dome	hvolfs
dome	hvolfið
dome	hvolfsins
ventricle	hvolf
ventricle	hvolfum
ventricle	hvolfinu
ventricle	hvolfanna
ventricle	hvolfin
ventricle	hvolfa
ventricle	hvolfi
ventricle	hvolfunum
ventricle	hvolfs
ventricle	hvolfið
ventricle	hvolfsins
cupula	hvolf
cupula	hvolfum
cupula	hvolfinu
cupula	hvolfanna
cupula	hvolfin
cupula	hvolfa
cupula	hvolfi
cupula	hvolfunum
cupula	hvolfs
cupula	hvolfið
cupula	hvolfsins
ampullary cupula	hvolf
ampullary cupula	hvolfum
ampullary cupula	hvolfinu
ampullary cupula	hvolfanna
ampullary cupula	hvolfin
ampullary cupula	hvolfa
ampullary cupula	hvolfi
ampullary cupula	hvolfunum
ampullary cupula	hvolfs
ampullary cupula	hvolfið
ampullary cupula	hvolfsins
fornix	hvolf
fornix	hvolfum
fornix	hvolfinu
fornix	hvolfanna
fornix	hvolfin
fornix	hvolfa
fornix	hvolfi
fornix	hvolfunum
fornix	hvolfs
fornix	hvolfið
fornix	hvolfsins
dome	hvolfþak
neuter	hvorugkyn
neuter	hvorugkynjanna
neuter	hvorugkyni
neuter	hvorugkynsins
neuter	hvorugkynin
neuter	hvorugkynið
neuter	hvorugkynjunum
neuter	hvorugkyninu
neuter	hvorugkynjum
neuter	hvorugkynja
neuter	hvorugkyns
bed	hvíla
bed	hvílur
bed	hvílum
bed	hvílurnar
bed	hvílanna
bed	hvílunnar
bed	hvílan
bed	hvílunni
bed	hvíluna
bed	hvílu
bed	hvílunum
rest	hvíla
rest	hvíldi
rest	hvíli
rest	hvílist
rest	hvílið
rest	hvílum
rest	hvílir
rest	hvílt
rest	hvíldu
lie	hvíla
lie	hvíldi
lie	hvíli
lie	hvílist
lie	hvílið
lie	hvílum
lie	hvílir
lie	hvílt
lie	hvíldu
sleep	hvíla
sleep	hvíldi
sleep	hvíli
sleep	hvílist
sleep	hvílið
sleep	hvílum
sleep	hvílir
sleep	hvílt
sleep	hvíldu
rest	hvíld
rest	hvíldum
rest	hvíldin
rest	hvíldarinnar
rest	hvíldar
rest	hvílda
rest	hvíldina
rest	hvíldunum
rest	hvíldinni
rest	hvíldir
rest	hvíldirnar
rest	hvíldanna
whisper	hvísl
prompter	hvíslari
prompter	hvíslara
prompter	hvíslaranna
prompter	hvíslarar
prompter	hvíslarann
prompter	hvíslarana
prompter	hvíslarinn
prompter	hvíslurunum
prompter	hvíslaranum
prompter	hvíslararnir
prompter	hvíslarans
prompter	hvíslurum
Pentecost	hvítasunnudagur
Pentecost	hvítasunnudag
Pentecost	hvítasunnudags
Pentecost	hvítasunnudeginum
Pentecost	hvítasunnudögunum
Pentecost	hvítasunnudegi
Pentecost	hvítasunnudagana
Pentecost	hvítasunnudagar
Pentecost	hvítasunnudaga
Pentecost	hvítasunnudagarnir
Pentecost	hvítasunnudaginn
Pentecost	hvítasunnudaganna
Pentecost	hvítasunnudagurinn
Pentecost	hvítasunnudögum
Pentecost	hvítasunnudagsins
white gyr falcon	hvítfálki
white gyr falcon	hvítfálka
white gyr falcon	hvítfálkar
white gyr falcon	hvítfálkans
white gyr falcon	hvítfálkum
white gyr falcon	hvítfálkanum
white gyr falcon	hvítfálkinn
white gyr falcon	hvítfálkann
white gyr falcon	hvítfálkunum
white gyr falcon	hvítfálkanna
white gyr falcon	hvítfálkana
white gyr falcon	hvítfálkarnir
white spruce	hvítgreni
white spruce	hvítgrenjunum
white spruce	hvítgrenjum
white spruce	hvítgreninu
white spruce	hvítgrenis
white spruce	hvítgrenið
white spruce	hvítgrenja
white spruce	hvítgrenin
white spruce	hvítgrenjanna
white spruce	hvítgrenisins
albino	hvítingi
albino	hvítingjanum
albino	hvítingja
albino	hvítingjans
albino	hvítingjum
albino	hvítingjana
albino	hvítingjarnir
albino	hvítingjunum
albino	hvítinginn
albino	hvítingjann
albino	hvítingjar
albino	hvítingjanna
leukocyte	hvítkorn
leukocyte	hvítkorni
leukocyte	hvítkornið
leukocyte	hvítkorns
leukocyte	hvítkornsins
leukocyte	hvítkornanna
leukocyte	hvítkornunum
leukocyte	hvítkorninu
leukocyte	hvítkorna
leukocyte	hvítkornum
leukocyte	hvítkornin
clove	hvítlauksgeiri
garlic	hvítlauksgeiri
garlic press	hvítlaukspressa
garlic	hvítlaukur
glaucous gull	hvítmáfur
glaucous gull	hvítmáf
glaucous gull	hvítmáfanna
glaucous gull	hvítmáfunum
glaucous gull	hvítmáfum
glaucous gull	hvítmáfsins
glaucous gull	hvítmáfar
glaucous gull	hvítmáfinn
glaucous gull	hvítmáfnum
glaucous gull	hvítmáfs
glaucous gull	hvítmáfarnir
glaucous gull	hvítmáfurinn
glaucous gull	hvítmáfa
glaucous gull	hvítmáfana
white clover	hvítsmári
white clover	hvítsmárunum
white clover	hvítsmáranna
white clover	hvítsmáranum
white clover	hvítsmárum
white clover	hvítsmárinn
white clover	hvítsmárar
white clover	hvítsmárans
white clover	hvítsmárann
white clover	hvítsmárarnir
white clover	hvítsmára
white clover	hvítsmárana
white stork	hvítstorkur
white wine	hvítvín
white wine	hvítvíns
white wine	hvítvínin
white wine	hvítvína
white wine	hvítvíni
white wine	hvítvínsins
white wine	hvítvínum
white wine	hvítvíninu
white wine	hvítvínanna
white wine	hvítvínið
white wine	hvítvínunum
smew	hvítönd
angelica	hvönn
encouragement	hvöt
motivation	hvöt
impulse	hvöt
instinct	hvöt
opinion	hyggja
mind	hyggja
sense	hyggjuvit
sense	hyggjuviti
sense	hyggjuvitinu
sense	hyggjuvits
sense	hyggjuvitið
sense	hyggjuvitsins
common sense	hyggjuvit
common sense	hyggjuviti
common sense	hyggjuvitinu
common sense	hyggjuvits
common sense	hyggjuvitið
common sense	hyggjuvitsins
thought	hygð
thought	hygðir
thought	hygðum
thought	hygðar
thought	hygðarinnar
thought	hygðina
thought	hygðinni
thought	hygða
thought	hygðunum
thought	hygðirnar
thought	hygðanna
thought	hygðin
abyss	hyldýpi
abyss	hyldýpisins
abyss	hyldýpið
abyss	hyldýpis
abyss	hyldýpinu
depth of the sea	hyldýpi
depth of the sea	hyldýpisins
depth of the sea	hyldýpið
depth of the sea	hyldýpis
depth of the sea	hyldýpinu
cartridge	hylki
cartridge	hylkjanna
cartridge	hylkis
cartridge	hylkið
cartridge	hylkinu
cartridge	hylkisins
cartridge	hylkin
cartridge	hylkja
cartridge	hylkjum
cartridge	hylkjunum
canister	hylki
canister	hylkjanna
canister	hylkis
canister	hylkið
canister	hylkinu
canister	hylkisins
canister	hylkin
canister	hylkja
canister	hylkjum
canister	hylkjunum
favour	hylli
favour	hyllinnar
favour	hyllinni
favour	hyllina
favour	hyllin
favor	hylli
favor	hyllinnar
favor	hyllinni
favor	hyllina
favor	hyllin
grace	hylli
grace	hyllinnar
grace	hyllinni
grace	hyllina
grace	hyllin
deep place	hylur
deep place	hyljir
deep place	hyljanna
deep place	hyljina
deep place	hyljirnir
deep place	hyljum
deep place	hyl
deep place	hylinn
deep place	hyljarins
deep place	hyljar
deep place	hylurinn
deep place	hyljunum
deep place	hylji
deep place	hylnum
carton	hyrna
rabble	hyski
noon	hádegi
noon	hádegunum
noon	hádeginu
noon	hádegis
noon	hádegið
noon	hádeganna
noon	hádegum
noon	hádegin
noon	hádega
noon	hádegisins
midday	hádegi
midday	hádegunum
midday	hádeginu
midday	hádegis
midday	hádegið
midday	hádeganna
midday	hádegum
midday	hádegin
midday	hádega
midday	hádegisins
lunch	hádegismatur
lunch	hádegismaturinn
lunch	hádegismatinn
lunch	hádegismatar
lunch	hádegismatarins
lunch	hádegismatnum
lunch	hádegismat
brailer	háfur
brailer	háfnum
brailer	háfa
brailer	háfinn
brailer	háfurinn
brailer	háfsins
brailer	háfanna
brailer	háf
brailer	háfunum
brailer	háfs
brailer	háfarnir
brailer	háfana
brailer	háfum
brailer	háfar
dipnet	háfur
dipnet	háfnum
dipnet	háfa
dipnet	háfinn
dipnet	háfurinn
dipnet	háfsins
dipnet	háfanna
dipnet	háf
dipnet	háfunum
dipnet	háfs
dipnet	háfarnir
dipnet	háfana
dipnet	háfum
dipnet	háfar
geothermal area	háhitasvæði
orca	háhyrningur
orca	háhyrningunum
orca	háhyrninganna
orca	háhyrningum
orca	háhyrningar
orca	háhyrninginn
orca	háhyrninginum
orca	háhyrningi
orca	háhyrningsins
orca	háhyrningarnir
orca	háhyrnings
orca	háhyrning
orca	háhyrningana
orca	háhyrninga
orca	háhyrningurinn
killer whale	háhyrningur
killer whale	háhyrningunum
killer whale	háhyrninganna
killer whale	háhyrningum
killer whale	háhyrningar
killer whale	háhyrninginn
killer whale	háhyrninginum
killer whale	háhyrningi
killer whale	háhyrningsins
killer whale	háhyrningarnir
killer whale	háhyrnings
killer whale	háhyrning
killer whale	háhyrningana
killer whale	háhyrninga
killer whale	háhyrningurinn
high-rise building	háhýsi
greenland shark	hákarl
greenland shark	hákörlum
greenland shark	hákarlana
greenland shark	hákarlinum
greenland shark	hákarls
greenland shark	hákarlanna
greenland shark	hákarlsins
greenland shark	hákarlarnir
greenland shark	hákarlinn
greenland shark	hákarli
greenland shark	hákarlar
greenland shark	hákörlunum
greenland shark	hákarla
highland	hálendi
locked-in syndrome	hálfdvali
locked-in syndrome	hálfdvalann
locked-in syndrome	hálfdvalinn
locked-in syndrome	hálfdvalanum
locked-in syndrome	hálfdvala
locked-in syndrome	hálfdvalans
semicircle	hálfhringur
half-moon crescent	hálfmáni
idiot	hálfviti
idiot	hálfvitar
idiot	hálfvita
idiot	hálfvitinn
idiot	hálfvitans
idiot	hálfvitunum
idiot	hálfvitum
idiot	hálfvitana
idiot	hálfvitanum
idiot	hálfvitanna
idiot	hálfvitann
idiot	hálfvitarnir
imbecile	hálfviti
imbecile	hálfvitar
imbecile	hálfvita
imbecile	hálfvitinn
imbecile	hálfvitans
imbecile	hálfvitunum
imbecile	hálfvitum
imbecile	hálfvitana
imbecile	hálfvitanum
imbecile	hálfvitanna
imbecile	hálfvitann
imbecile	hálfvitarnir
halfwit	hálfviti
halfwit	hálfvitar
halfwit	hálfvita
halfwit	hálfvitinn
halfwit	hálfvitans
halfwit	hálfvitunum
halfwit	hálfvitum
halfwit	hálfvitana
halfwit	hálfvitanum
halfwit	hálfvitanna
halfwit	hálfvitann
halfwit	hálfvitarnir
slippery ice	hálka
slippery ice	hálkan
slippery ice	hálku
slippery ice	hálkunnar
slippery ice	hálkunni
slippery ice	hálkuna
neck	háls
neck	hálsana
neck	hálsanna
neck	hálsunum
neck	hálsins
neck	hálsar
neck	hálsinn
neck	hálsum
neck	hálsa
neck	hálsarnir
neck	hálsinum
neck	hálsi
throat	háls
throat	hálsana
throat	hálsanna
throat	hálsunum
throat	hálsins
throat	hálsar
throat	hálsinn
throat	hálsum
throat	hálsa
throat	hálsarnir
throat	hálsinum
throat	hálsi
collar	hálsband
collar	hálsböndunum
collar	hálsbandinu
collar	hálsböndum
collar	hálsbandið
collar	hálsböndin
collar	hálsbanda
collar	hálsbands
collar	hálsbandanna
collar	hálsbönd
collar	hálsbandi
collar	hálsbandsins
necktie	hálsbindi
necktie	hálsbindis
necktie	hálsbindið
necktie	hálsbindisins
necktie	hálsbindanna
necktie	hálsbindunum
necktie	hálsbindin
necktie	hálsbinda
necktie	hálsbindum
necktie	hálsbindinu
sore throat	hálsbólga
sore throat	hálsbólguna
sore throat	hálsbólgunni
sore throat	hálsbólgu
sore throat	hálsbólgunnar
sore throat	hálsbólgan
necklace	hálsfesti
scarf	hálsklútur
scarf	hálsklúta
scarf	hálsklútar
scarf	hálsklúts
scarf	hálsklútnum
scarf	hálsklútum
scarf	hálsklút
scarf	hálsklúturinn
scarf	hálsklútanna
scarf	hálsklútsins
scarf	hálsklútarnir
scarf	hálsklútana
scarf	hálsklútunum
scarf	hálsklútinn
necklace	hálsmen
crick	hálsrígur
high culture	hámenning
elitist culture	hámenning
high point	hápunktur
high	hár
high	hæstar
high	háar
high	hæst
high	hátt
high	háir
high	hærri
high	hæstir
high	há
high	hæstur
high	hærra
tall	hár
tall	hæstar
tall	háar
tall	hæst
tall	hátt
tall	háir
tall	hærri
tall	hæstir
tall	há
tall	hæstur
tall	hærra
hair	hár
hair	hári
hair	háranna
hair	hárinu
hair	hárin
hair	hára
hair	hársins
hair	hárunum
hair	hárum
hair	hárið
hair	hárs
hairdryer	hárblásari
hairbrush	hárbursti
hairbrush	hárburstana
hairbrush	hárbursta
hairbrush	hárburstann
hairbrush	hárburstanum
hairbrush	hárburstanna
hairbrush	hárburstarnir
hairbrush	hárburstinn
hairbrush	hárburstar
hairbrush	hárburstans
hairbrush	hárburstum
hairbrush	hárburstunum
hairdresser's	hárgreiðslustofa
wig	hárkolla
hair spray	hárlakk
hair lacquer	hárlakk
hair loss	hárlos
hair tonic	hárvatn
hair tonic	hárvatninu
hair tonic	hárvatni
hair tonic	hárvatnsins
hair tonic	hárvötn
hair tonic	hárvatna
hair tonic	hárvötnunum
hair tonic	hárvötnum
hair tonic	hárvatnanna
hair tonic	hárvatns
hair tonic	hárvatnið
hair tonic	hárvötnin
capillary	háræð
capillary	háræðanna
capillary	háræða
capillary	háræðunum
capillary	háræðin
capillary	háræðarnar
capillary	háræðinni
capillary	háræðina
capillary	háræðar
capillary	háræðum
capillary	háræðarinnar
dryer	hárþurrka
deckhand	háseti
sailor	háseti
Achilles tendon	hásin
university	háskóli
university	háskóla
university	háskólans
university	háskólanna
university	háskólanum
university	háskólinn
university	háskólar
university	háskólarnir
university	háskólann
university	háskólunum
university	háskólana
university	háskólum
college	háskóli
college	háskóla
college	háskólans
college	háskólanna
college	háskólanum
college	háskólinn
college	háskólar
college	háskólarnir
college	háskólann
college	háskólunum
college	háskólana
college	háskólum
plateau	háslétta
plateau	hásléttunni
plateau	hásléttum
plateau	hásléttuna
plateau	hásléttanna
plateau	hásléttan
plateau	hásléttu
plateau	háslétturnar
plateau	hásléttur
plateau	hásléttunum
plateau	hásléttunnar
high voltage	háspenna
upper class	hástétt
high jump	hástökk
throne	hásæti
throne	hásætinu
throne	hásætisins
throne	hásætis
throne	hásætið
loudspeaker	hátalari
majesty	hátign
majesty	hátignunum
majesty	hátignanna
majesty	hátignir
majesty	hátigninni
majesty	hátignar
majesty	hátignirnar
majesty	hátignarinnar
majesty	hátignin
majesty	hátigna
majesty	hátignum
majesty	hátignina
modal verb	háttarsögn
modal verb	háttarsögnögnin
modal verb	háttarsögnagna
modal verb	háttarsögnögninni
modal verb	háttarsögnagnar
modal verb	háttarsögnagnarinnar
modal verb	háttarsögnögnunum
modal verb	háttarsögnagnirnar
modal verb	háttarsögnögnina
modal verb	háttarsögnagnanna
modal verb	háttarsögnögn
modal verb	háttarsögnagnir
modal verb	háttarsögnögnum
bedtime	háttatími
habit	háttur
habit	hátturinn
habit	háttinn
habit	hættina
habit	háttum
habit	hátt
habit	háttunum
habit	hættir
habit	háttarins
habit	háttanna
habit	hættinum
habit	hætti
habit	hættirnir
habit	háttar
mood	háttur
mood	hátturinn
mood	háttinn
mood	hættina
mood	háttum
mood	hátt
mood	háttunum
mood	hættir
mood	háttarins
mood	háttanna
mood	hættinum
mood	hætti
mood	hættirnir
mood	háttar
celebration	hátíð
celebration	hátíðar
celebration	hátíðirnar
celebration	hátíðanna
celebration	hátíðunum
celebration	hátíða
celebration	hátíðir
celebration	hátíðin
celebration	hátíðinni
celebration	hátíðum
celebration	hátíðina
celebration	hátíðarinnar
noise	hávaði
noise	hávaðanum
noise	hávaða
noise	hávaðans
noise	hávaðann
noise	hávaðinn
long-tailed duck	hávella
long-tailed duck	hávellunni
long-tailed duck	hávellur
long-tailed duck	hávellnanna
long-tailed duck	hávelluna
long-tailed duck	hávellna
long-tailed duck	hávellan
long-tailed duck	hávellu
long-tailed duck	hávellunum
long-tailed duck	hávellunnar
long-tailed duck	hávellum
long-tailed duck	hávellurnar
wit	háðfugl
wit	háðfugls
wit	háðfuglanna
wit	háðfuglana
wit	háðfuglarnir
wit	háðfuglinn
wit	háðfuglunum
wit	háðfuglum
wit	háðfuglsins
wit	háðfuglinum
wit	háðfugla
wit	háðfuglar
wit	háðfugli
ironist	háðfugl
ironist	háðfugls
ironist	háðfuglanna
ironist	háðfuglana
ironist	háðfuglarnir
ironist	háðfuglinn
ironist	háðfuglunum
ironist	háðfuglum
ironist	háðfuglsins
ironist	háðfuglinum
ironist	háðfugla
ironist	háðfuglar
ironist	háðfugli
joker	háðfugl
joker	háðfugls
joker	háðfuglanna
joker	háðfuglana
joker	háðfuglarnir
joker	háðfuglinn
joker	háðfuglunum
joker	háðfuglum
joker	háðfuglsins
joker	háðfuglinum
joker	háðfugla
joker	háðfuglar
joker	háðfugli
satirist	háðfugl
satirist	háðfugls
satirist	háðfuglanna
satirist	háðfuglana
satirist	háðfuglarnir
satirist	háðfuglinn
satirist	háðfuglunum
satirist	háðfuglum
satirist	háðfuglsins
satirist	háðfuglinum
satirist	háðfugla
satirist	háðfuglar
satirist	háðfugli
satire	háðsádeila
shame	háðung
disgrace	háðung
ignominy	háðung
high-pressure pump	háþrýstidæla
high pressure	háþrýstingur
high pressure	háþrýstinganna
high pressure	háþrýstingurinn
high pressure	háþrýstingi
high pressure	háþrýsting
high pressure	háþrýstinginum
high pressure	háþrýstingar
high pressure	háþrýstinga
high pressure	háþrýstingsins
high pressure	háþrýstinginn
high pressure	háþrýstingarnir
high pressure	háþrýstingum
high pressure	háþrýstingana
high pressure	háþrýstingunum
high pressure	háþrýstings
high blood pressure	háþrýstingur
high blood pressure	háþrýstinganna
high blood pressure	háþrýstingurinn
high blood pressure	háþrýstingi
high blood pressure	háþrýsting
high blood pressure	háþrýstinginum
high blood pressure	háþrýstingar
high blood pressure	háþrýstinga
high blood pressure	háþrýstingsins
high blood pressure	háþrýstinginn
high blood pressure	háþrýstingarnir
high blood pressure	háþrýstingum
high blood pressure	háþrýstingana
high blood pressure	háþrýstingunum
high blood pressure	háþrýstings
hypertension	háþrýstingur
hypertension	háþrýstinganna
hypertension	háþrýstingurinn
hypertension	háþrýstingi
hypertension	háþrýsting
hypertension	háþrýstinginum
hypertension	háþrýstingar
hypertension	háþrýstinga
hypertension	háþrýstingsins
hypertension	háþrýstinginn
hypertension	háþrýstingarnir
hypertension	háþrýstingum
hypertension	háþrýstingana
hypertension	háþrýstingunum
hypertension	háþrýstings
anticyclone	háþrýstisvæði
anticyclone	háþrýstisvæðanna
anticyclone	háþrýstisvæðin
anticyclone	háþrýstisvæðið
anticyclone	háþrýstisvæðum
anticyclone	háþrýstisvæðis
anticyclone	háþrýstisvæðisins
anticyclone	háþrýstisvæðinu
anticyclone	háþrýstisvæðunum
anticyclone	háþrýstisvæða
high-pressure area	háþrýstisvæði
high-pressure area	háþrýstisvæðanna
high-pressure area	háþrýstisvæðin
high-pressure area	háþrýstisvæðið
high-pressure area	háþrýstisvæðum
high-pressure area	háþrýstisvæðis
high-pressure area	háþrýstisvæðisins
high-pressure area	háþrýstisvæðinu
high-pressure area	háþrýstisvæðunum
high-pressure area	háþrýstisvæða
talent	hæfileiki
talent	hæfileikana
talent	hæfileikanna
talent	hæfileikarnir
talent	hæfileikann
talent	hæfileikar
talent	hæfileikans
talent	hæfileika
talent	hæfileikinn
talent	hæfileikanum
talent	hæfileikum
talent	hæfileikunum
ability	hæfileiki
ability	hæfileikana
ability	hæfileikanna
ability	hæfileikarnir
ability	hæfileikann
ability	hæfileikar
ability	hæfileikans
ability	hæfileika
ability	hæfileikinn
ability	hæfileikanum
